pmid,title,authors,journal,date,abstract,references,citedin,five
17933932,Enhanced UV inactivation of adenoviruses under polychromatic UV lamps.,"Linden, Karl G KG|Thurston, Jeanette J|Schaefer, Raymond R|Malley, James P JP",Applied and environmental microbiology,2007 Dec,"Adenovirus is recognized as the most UV-resistant waterborne pathogen of concern to public health microbiologists. The U.S. EPA has stipulated that a UV fluence (dose) of 186 mJ cm(-2) is required for 4-log inactivation credit in water treatment. However, all adenovirus inactivation data to date published in the peer-reviewed literature have been based on UV disinfection experiments using UV irradiation at 253.7 nm produced from a conventional low-pressure UV source. The work reported here presents inactivation data for adenovirus based on polychromatic UV sources and details the significant enhancement in inactivation achieved using these polychromatic sources. When full-spectrum, medium-pressure UV lamps were used, 4-log inactivation of adenovirus type 40 is achieved at a UV fluence of less than 60 mJ cm(-2) and a surface discharge pulsed UV source required a UV fluence of less than 40 mJ cm(-2). The action spectrum for adenovirus type 2 was also developed and partially explains the improved inactivation based on enhancements at wavelengths below 230 nm. Implications for water treatment, public health, and the future of UV regulations for virus disinfection are discussed.",11464748|12324370|12514044|16151167,33643774|33383557|32752793|27889622|27783334|26712541|26506431|25799963|25106777|24487537|24031326|21131511|20851976|18978087|18424543,24266597|18460414|19700823|23040991|16386286
30117902,On-orbit characterization of the VIIRS solar diffuser and attenuation screens for NOAA-20 using yaw measurements.,"Sun, Junqiang J|Chu, Mike M|Wang, Menghua M",Applied optics,2018 Aug 01,"The follow-up visible infrared imaging radiometer suite (VIIRS) housed in the NOAA-20 satellite and the first of four in the NOAA Joint Polar Satellite System satellite series, was launched on 18 November 2017. The on-orbit satellite yaw maneuver operation was carried out on 25-26 January 2018 over 15 scheduled orbits to obtain responses of the reflective solar bands (RSBs) and the solar diffuser stability monitor (SDSM) over a specified angular range. This paper presents a comprehensive analysis of the yaw measurements that characterizes the three required input functions for the standard on-orbit RSB calibration pipeline. The characterization functions of the product of the bidirectional reflectance factors (BRFs) of the solar diffuser (SD) with the vignetting function (VF) of the SD screen (SDS), dubbed the BRF-VF-products (BVPs), are derived for the two required outgoing directions from the SD, one set for the RSB BVPs from the SD to the rotation telescope assembly that directs light to the RSBs, and another set for the SDSM BVPs for the outgoing direction from the SD to the SDSM. The VFs for the attenuation screen placed in front of the Sun-view port, the Sun-view screen (SVS), are analyzed as a set of standalone functions to characterize the direct solar illumination reaching the SDSM through the SVS, but the complexity of their non-smooth two-dimensional dependence requires an additional direct treatment in the derivation of the degradation of the SD, the H-factors. The results for the RSB BVPs, SDSM BVPs, and the SVS VFs are presented and discussed, and further applied to derive the early-mission performance of H-factors and the RSB calibration coefficients, or F-factors. The overall results of the H-factors and F-factors showing smooth trends with negligible residuals indicate that the derived BVP functions and the SVS VFs have been accurately characterized or treated, and are ready for use for the standard on-orbit RSB calibration of NOAA-20 VIIRS.",,,25967622|26368755|32400576|25608208|27505382
16295846,Spectral sensitivity of Bacillus subtilis spores and MS2 coliphage for validation testing of ultraviolet reactors for water disinfection.,"Mamane-Gravetz, Hadas H|Linden, Karl G KG|Cabaj, Alexander A|Sommer, Regina R",Environmental science & technology,2005 Oct 15,"The microbicidal UV fluence under polychromatic radiation from UV lamps is typically measured using the DNA absorbance spectrum as a weighting factor for the relative wavelength effectiveness. However, this DNA-based weighting does not necessarily match the spectral sensitivity of the microorganism being tested. Bacillus subtilis spores are often used for UV reactor validation in Europe, while MS2 coliphage is typically used for validation testing in the United States. These organisms were exposed to quasi-monochromatic UV irradiation across the microbicidal spectrum at wavelengths of 214, 230, 240, 254, 265, 280, and 293 nm. MS2 was three times more sensitive to wavelengths near 214 nm compared to the 254 nm output of low-pressure lamps, while B. subtilis spores were most sensitive to wavelengths around 265 nm. Use of these action spectra, compared to the DNA-based weighting, resulted in differences in the calculated polychromatic UV fluence. Consequently, the action spectrum, which is specific for each microorganism, has implications on the uncertainty of UV fluence determination during validation of reactors with polychromatic UV lamps.",,33643774|31275622|31236005|30123980|30047962|27889622|27498232|26712541|24952878|22327583,19762061|27014964|25506761|26712541|1798752
34785646,Mechanism of transient photothermal inactivation of bacteria using a wavelength-tunable nanosecond pulsed laser.,"Tatsuno, Ichiro I|Niimi, Yuna Y|Tomita, Makoto M|Terashima, Hiroshi H|Hasegawa, Tadao T|Matsumoto, Takahiro T",Scientific reports,2021 Nov 16,"There is a great demand for novel disinfection technologies to inactivate various pathogenic viruses and bacteria. In this situation, ultraviolet (UVC) disinfection technologies seem to be promising because biocontaminated air and surfaces are the major media for disease transmission. However, UVC is strongly absorbed by human cells and protein components; therefore, there are concerns about damaging plasma components and causing dermatitis and skin cancer. To avoid these concerns, in this study, we demonstrate that the efficient inactivation of bacteria is achieved by visible pulsed light irradiation. The principle of inactivation is based on transient photothermal heating. First, we provide experimental confirmation that extremely high temperatures above 1000 K can be achieved by pulsed laser irradiation. Evidence of this high temperature is directly confirmed by melting gold nanoparticles (GNPs). Inorganic GNPs are used because of their well-established thermophysical properties. Second, we show inactivation behaviour by pulsed laser irradiation. This inactivation behaviour cannot be explained by a simple optical absorption effect. We experimentally and theoretically clarify this inactivation mechanism based on both optical absorption and scattering effects. We find that scattering and absorption play an important role in inactivation because the input irradiation is inherently scattered by the bacteria; therefore, the dose that bacteria feel is reduced. This scattering effect can be clearly shown by a technique that combines stained Escherichia coli and site selective irradiation obtained by a wavelength tunable pulsed laser. By measuring Live/Dead fluorescence microscopy images, we show that the inactivation attained by the transient photothermal heating is possible to instantaneously and selectively kill microorganisms such as Escherichia coli bacteria. Thus, this method is promising for the site selective inactivation of various pathogenic viruses and bacteria in a safe and simple manner.",19497057|28831133|28426435|5480400|33713893|29192556|12661961|32673522|32581288|32243946|17384309|31275622|19682340|25881030|25506761|26712541|33082410|6340727|31181447|21220143|19762061|18028277|33022467|27889622|24495489|27867713|25146226|21209706|24841116|32100390|18796633|32182409|17550590|21947414|10395466|28931903|30044862|16009720|29426899|22768792|16697377,,33082410|30097449|30954697|24495489|29959245
32581288,Far-UVC light (222 nm) efficiently and safely inactivates airborne human coronaviruses.,"Buonanno, Manuela M|Welch, David D|Shuryak, Igor I|Brenner, David J DJ",Scientific reports,2020 06 24,"A direct approach to limit airborne viral transmissions is to inactivate them within a short time of their production. Germicidal ultraviolet light, typically at 254 nm, is effective in this context but, used directly, can be a health hazard to skin and eyes. By contrast, far-UVC light (207-222 nm) efficiently kills pathogens potentially without harm to exposed human tissues. We previously demonstrated that 222-nm far-UVC light efficiently kills airborne influenza virus and we extend those studies to explore far-UVC efficacy against airborne human coronaviruses alpha HCoV-229E and beta HCoV-OC43. Low doses of 1.7 and 1.2 mJ/cm2 inactivated 99.9% of aerosolized coronavirus 229E and OC43, respectively. As all human coronaviruses have similar genomic sizes, far-UVC light would be expected to show similar inactivation efficiency against other human coronaviruses including SARS-CoV-2. Based on the beta-HCoV-OC43 results, continuous far-UVC exposure in occupied public locations at the current regulatory exposure limit (~3 mJ/cm2/hour) would result in ~90% viral inactivation in ~8 minutes, 95% in ~11 minutes, 99% in ~16 minutes and 99.9% inactivation in ~25 minutes. Thus while staying within current regulatory dose limits, low-dose-rate far-UVC exposure can potentially safely provide a major reduction in the ambient level of airborne coronaviruses in occupied public locations.",21994708|15257218|28225654|32083643|32222977|29073020|29466457|10872925|3786457|24146947|22458545|29101868|19439480|7644861|18848711|19009272|6066596|14801065|3791231|10168531|14866175|8341684|32182409|17822117|17205632|25720466|30044862|7271457|32243946|27275949|29426899,34799671|34785646|34778494|34769691|34712107|34703082|34673114|34662342|34659650|34645859|34620923|34603942|34577489|34535091|34521866|34495736|34480230|34465056|34404018|34372460|34315976|34282225|34226878|34226623|34221893|34206120|34183999|34157967|34150202|34102403|34049515|34031667|34029626|33967404|33967299|33917088|33907202|33846664|33841750|33832708|33799842|33785962|33759191|33749837|33714723|33706834|33669103|33658595|33655212|33643774|33500689|33467428|33465817|33462542|33456619|33384480|33380727|33374195|33349747|33330334|33294996|33273505|33263988|33184316|33154710|33083158|33050590|32976847|32911671|32896604,34668746|34495736|34620923|34404018|32763344|29426899|33022467|34452302
31275622,Efficacy of inactivation of human enteroviruses by dual-wavelength germicidal ultraviolet (UV-C) light emitting diodes (LEDs).,"Woo, Hyoungmin H|Beck, Sara E SE|Boczek, Laura A LA|Carlson, Kelsie K|Brinkman, Nichole E NE|Linden, Karl G KG|Lawal, Oliver R OR|Hayes, Samuel L SL|Ryu, Hodon H",Water,2019,"The efficacy of germicidal ultraviolet (UV-C) light emitting diodes (LEDs) was evaluated for inactivating human enteroviruses included on the United States Environmental Protection Agency (EPA)'s Contaminant Candidate List (CCL). A UV-C LED device, emitting at peaks of 260 nm and 280 nm and the combination of 260∣280 nm together, was used to measure and compare potential synergistic effects of dual wavelengths for disinfecting viral organisms. The 260 nm LED proved to be the most effective at inactivating the CCL enteroviruses tested. To obtain 2-log10 inactivation credit for the 260 nm LED, the fluences (UV doses) required are approximately 8 mJ/cm2 for coxsackievirus A10 and poliovirus 1, 10 mJ/cm2 for enterovirus 70, and 13 mJ/cm2 for echovirus 30. No synergistic effect was detected when evaluating the log inactivation of enteroviruses irradiated by the dual-wavelength UV-C LEDs.",12324370|16295846|16386286|18978087|19205767|19762061|19872573|20107264|20375477|20644692|21115187|21131511|21220143|21962483|22521097|24266597|25837569|26065305|26712541|26967007|26971809|27889622|28630939|29195159|29261289|29778790|3010860,34785646|34091221|33022467|32650492,27889622|29261289|32650492|30165383|30594087
29426899,Far-UVC light: A new tool to control the spread of airborne-mediated microbial diseases.,"Welch, David D|Buonanno, Manuela M|Grilj, Veljko V|Shuryak, Igor I|Crickmore, Connor C|Bigelow, Alan W AW|Randers-Pehrson, Gerhard G|Johnson, Gary W GW|Brenner, David J DJ",Scientific reports,2018 02 09,"Airborne-mediated microbial diseases such as influenza and tuberculosis represent major public health challenges. A direct approach to prevent airborne transmission is inactivation of airborne pathogens, and the airborne antimicrobial potential of UVC ultraviolet light has long been established; however, its widespread use in public settings is limited because conventional UVC light sources are both carcinogenic and cataractogenic. By contrast, we have previously shown that far-UVC light (207-222 nm) efficiently inactivates bacteria without harm to exposed mammalian skin. This is because, due to its strong absorbance in biological materials, far-UVC light cannot penetrate even the outer (non living) layers of human skin or eye; however, because bacteria and viruses are of micrometer or smaller dimensions, far-UVC can penetrate and inactivate them. We show for the first time that far-UVC efficiently inactivates airborne aerosolized viruses, with a very low dose of 2 mJ/cm2 of 222-nm light inactivating >95% of aerosolized H1N1 influenza virus. Continuous very low dose-rate far-UVC light in indoor public locations is a promising, safe and inexpensive tool to reduce the spread of airborne-mediated microbial diseases.",9866596|29261289|19120918|26712541|28225654|17792965|15102999|28302313|10872925|9394395|7271457|27784885|20402193|32287373|24387497|22226954|24146947|15066792|17644645|7644861|11052911|23736803|19912558|23683092|10168531|27733281|8341684|28338819|28574149|27275949|17814296,34785646|34734375|34723081|34684994|34620923|34480230|34465056|34285313|34041230|34031124|34029626|33832708|33814758|33669103|33643774|33573357|33568525|33497482|33480023|33467428|33465817|33447811|33384480|33294996|33273505|33243541|33197423|33184316|33145359|33130165|33082410|33050590|33026601|33024381|33021515|32995710|32911671|32896604|32861186|32855026|32837746|32812619|32785216|32784414|32637836|32581288|32573919|32551537|32393401|32342154|32265315|32222977|32217947|32033948|31915514|31414403|30930014|30044862,32581288|32046660|29959245|22226954|34495736|33643774
21131511,Molecular indications of protein damage in adenoviruses after UV disinfection.,"Eischeid, Anne C AC|Linden, Karl G KG",Applied and environmental microbiology,2011 Feb,"Adenoviruses are resistant to monochromatic, low-pressure (LP) UV disinfection--but have been shown to be susceptible to inactivation by polychromatic, medium-pressure (MP) UV--when assayed using cell culture infectivity. One possible explanation for the difference between UV lamp types is that the additional UV wavelengths emitted by MP UV enable it to cause greater damage to viral proteins than LP UV. The objective of this study was to examine protein damage in adenoviruses treated with LP and MP UV. Results show that MP UV is more effective at damaging viral proteins at high UV doses, though LP UV caused some damage as well. To our knowledge, this study is the first to investigate protein damage in UV-treated adenovirus, and the overview presented here is expected to provide a basis for further, more detailed work.",4057357|17933932|15914835|44463|18978087|6697762|12587128|4844423|4139804,34228750|33022467|32341724|31275622|31076437|30047962|29261790|29255985|28462431|27889622|27465218|26712541|26006252|25689680|25528135|25527548|25106777|24993443|23542618|23241978,18978087|24266597|19700823|20851976|23414457
19762061,Comparison of the action spectra and relative DNA absorbance spectra of microorganisms: information important for the determination of germicidal fluence (UV dose) in an ultraviolet disinfection of water.,"Chen, Ren Zhuo RZ|Craik, Stephen A SA|Bolton, James R JR",Water research,2009 Dec,"The action spectra of Bacillus subtilis spores (ATCC6633) and Salmonella typhimurium LT2 were characterized using physical radiometry for irradiance measurements and a multiple target model to interpret the inactivation kinetics. The observed action spectrum of B. subtilis spores deviated significantly from the relative absorbance spectrum of the DNA purified from the spores, but matched quite well with the relative absorbance spectrum of decoated spores. The action spectrum of B. subtilis spores determined in this study was statistically different from those reported in previous studies. On the other hand, the action spectrum of S. typhimurium bacteria matched quite well with the relative absorbance spectrum of DNA extracted from vegetative cells, except in the region below 240nm. It is concluded that the common use of the relative DNA absorbance spectrum as a surrogate for the germicidal action spectrum can result in systematic errors when evaluating the performance of a polychromatic UV light reactors using bioassays. For example, if the weighted germicidal fluence (UV dose) calculated using the relative DNA absorbance spectrum as the germicidal weighting factor is found to be 40mJcm(-2) for a medium pressure lamp UV reactor, that calculated using the relative action spectrum of B. subtilis spores, as determined in this study, would be 66mJcm(-2).",,34785646|34282225|33643774|31676798|31275622|31236005|27926432|26712541|25483976,20454780|16295846|17532124|19912558|18028363
33022467,UV-LED disinfection of Coronavirus: Wavelength effect.,"Gerchman, Yoram Y|Mamane, Hadas H|Friedman, Nehemya N|Mandelboim, Michal M","Journal of photochemistry and photobiology. B, Biology",2020 Nov,"UV light-emitting diodes (UV LEDs) are an emerging technology and a UV source for pathogen inactivation, however low UV-LED wavelengths are costly and have low fluence rate. Our results suggest that the sensitivity of human Coronavirus (HCoV-OC43 used as SARS-CoV-2 surrogate) was wavelength dependent with 267 nm ~ 279 nm > 286 nm > 297 nm. Other viruses showed similar results, suggesting UV LED with peak emission at ~286 nm could serve as an effective tool in the fight against human Coronaviruses.",21994708|17922396|21220143|32201497|29986239|17532124|27889622|22218135|32100390|30391908|5847801|26339053|18382647|31275622|25105276|26888599|26712541|25222335|31181447|21209706|21131511|31967327|32673522|29886734|32182409|32302822|14631830|22913402|23906728|31690059|15350737|32890908|16490989,34785646|34673114|34668746|34495736|34315976|34149339|34029626|33946929|33917088|33714723|33658595|33513500,32763344|32673522|34495736|32581288|32502327|32812619
18978087,UV disinfection of adenoviruses: molecular indications of DNA damage efficiency.,"Eischeid, Anne C AC|Meyer, Joel N JN|Linden, Karl G KG",Applied and environmental microbiology,2009 Jan,"Adenovirus is a focus of the water treatment community because of its resistance to standard, monochromatic low-pressure (LP) UV irradiation. Recent research has shown that polychromatic, medium-pressure (MP) UV sources are more effective than LP UV for disinfection of adenovirus when viral inactivation is measured using cell culture infectivity assays; however, UV-induced DNA damage may be repaired during cell culture infectivity assays, and this confounds interpretation of these results. Objectives of this work were to study adenoviral response to both LP and MP UV using (i) standard cell culture infectivity assays and (ii) a PCR assay to directly assess damage to the adenoviral genome without introducing the virus into cell culture. LP and MP UV dose response curves were determined for (i) log inactivation of the virus in cell culture and (ii) UV-induced lesions per kilobase of viral DNA as measured by the PCR assay. Results show that LP and MP UV are equally effective at damaging the genome; MP UV is more effective at inactivating adenovirus in cell culture. This work suggests that the higher disinfection efficacy of MP UV cannot be attributed to a difference in DNA damage induction. These results enhance our understanding of the fundamental mechanisms of UV disinfection of viruses-especially double-stranded DNA viruses that infect humans--and improve the ability of the water treatment community to protect public health.",14660388|12772961|15193323|15328909|4842250|7471045|6090058|2990336|2541939|8134376|7580917|15933012|15967237|16046229|16151167|16269784|16673882|17953576|18004235|17933932|10882849|11020328|12324370|12514044|12757921|14989083,34080161|34010719|33748563|32914124|32834761|32752793|31336640|31275622|31076437|30551597|30481706|30147432|27926432|27316961|26604779|26497451|26006252|25862222|23542618|23423870|23241978|21131511|20851976|20123023|20080992|20049526|18706522,24266597|20851976|19700823|23414457|21131511|21301114
30044862,"Chronic irradiation with 222-nm UVC light induces neither DNA damage nor epidermal lesions in mouse skin, even at high doses.","Narita, Kouji K|Asano, Krisana K|Morimoto, Yukihiro Y|Igarashi, Tatsushi T|Nakane, Akio A",PloS one,2018,"Surgical site infections (SSIs) represent an important clinical problem associated with increased levels of surgical morbidity and mortality. UVC irradiation during surgery has been considered to represent a possible strategy to prevent the development of SSI. 254-nm UVC induces marked levels of DNA damage by generating cyclobutyl pyrimidine dimers (CPD) in microorganisms. However, this effect is elicited not only in microorganisms, but also in human cells, and chronic exposure to 254-nm UVC has been established to represent a human health hazard. In contrast, despite short wavelength-UVC light, especially 222-nm UVC, having been demonstrated to elicit a bactericidal effect, single irradiation with a high dose of 222-nm UVC energy has been reported to not induce mutagenic or cytotoxic DNA lesions in mammalian cells. However, the effect of chronic irradiation with a high dose of 222-nm UVC to mammalian cells has not been determined. In this study, it was demonstrated that large numbers of CPD-expressing cells were induced in the epidermis of mice following treatment with a small amount of single exposure 254-nm UVC, and then less than half of these cells reduced within 24 h. Chronic 254-nm UVC irradiation was revealed to induce sunburn and desquamation in mouse skin. Histological analysis demonstrated that small numbers of CPD-expressing cells were detected only in hyperkeratotic stratum corneum after chronic irradiation with a high dose of 254-nm UVC, and that significant hyperplasia and intercellular edema were also induced in the epidermis of mice. In contrast, chronic irradiation with 222-nm UVC light was revealed not to induce mutagenic or cytotoxic effects in the epidermis of mice. These results indicated that 222-nm UVC light emitted from the lamp apparatus (or device), which was designed to attenuate harmful light present in wavelengths of more than 230 nm, represents a promising tool for the reduction of SSI incidence in patients and hospital staff.",29466457|28225654|19686098|27275949|19022115|27611318|24146947|9284102|21804977|23519108|24527357|29426899|21209706|19135916|20111657|14866175|9699136|18419491|2857432|3344292|15748635|2029750|29101868|22564833|2990336|5640439|17768189,34785646|34734375|34495736|34452302|34404018|34282225|34226623|34029626|33669771|33643774|33590879|33480023|33465817|33353056|33294996|33192232|33082410|32911671|32896604|32812619|32785216|32581288|32551537|32490060|32222977|32033948,32785216|29101868|27275949|29464256|10493513
19872573,A STUDY OF THE BACTERICIDAL ACTION OF ULTRA VIOLET LIGHT : III. THE ABSORPTION OF ULTRA VIOLET LIGHT BY BACTERIA.,"Gates, F L FL",The Journal of general physiology,1930 Sep 20,"The simple conclusion of former investigators that the shorter the wave length of ultra violet light the greater the bactericidal action is in error. A study with measured monochromatic energy reveals a characteristic curve of bactericidal effectiveness with a striking maximum between 260 and 270 m.micro. The reciprocal of this abiotic energy curve suggests its close relation to specific light absorption by some single essential substance in the cell. Methods are described for determining the absorption curve, or absorption coefficients, of intact bacteria. These curves for S. aureus and B. coli have important points of similarity and of difference with the reciprocals of the curves of bactericidal incident energy, and point the way in a further search for the specific substance, or substances, involved in the lethal reaction.",19868187,33643774|32752793|31285811|31275622|27889622|27783061|20402193|2693973,19872522|19872521|19870002|19872826|19872838
28225654,Germicidal Efficacy and Mammalian Skin Safety of 222-nm UV Light.,"Buonanno, Manuela M|Ponnaiya, Brian B|Welch, David D|Stanislauskas, Milda M|Randers-Pehrson, Gerhard G|Smilenov, Lubomir L|Lowy, Franklin D FD|Owens, David M DM|Brenner, David J DJ",Radiation research,2017 04,"We have previously shown that 207-nm ultraviolet (UV) light has similar antimicrobial properties as typical germicidal UV light (254 nm), but without inducing mammalian skin damage. The biophysical rationale is based on the limited penetration distance of 207-nm light in biological samples (e.g. stratum corneum) compared with that of 254-nm light. Here we extended our previous studies to 222-nm light and tested the hypothesis that there exists a narrow wavelength window in the far-UVC region, from around 200-222 nm, which is significantly harmful to bacteria, but without damaging cells in tissues. We used a krypton-chlorine (Kr-Cl) excimer lamp that produces 222-nm UV light with a bandpass filter to remove the lower- and higher-wavelength components. Relative to respective controls, we measured: 1. in vitro killing of methicillin-resistant Staphylococcus aureus (MRSA) as a function of UV fluence; 2. yields of the main UV-associated premutagenic DNA lesions (cyclobutane pyrimidine dimers and 6-4 photoproducts) in a 3D human skin tissue model in vitro; 3. eight cellular and molecular skin damage endpoints in exposed hairless mice in vivo. Comparisons were made with results from a conventional 254-nm UV germicidal lamp used as positive control. We found that 222-nm light kills MRSA efficiently but, unlike conventional germicidal UV lamps (254 nm), it produces almost no premutagenic UV-associated DNA lesions in a 3D human skin model and it is not cytotoxic to exposed mammalian skin. As predicted by biophysical considerations and in agreement with our previous findings, far-UVC light in the range of 200-222 nm kills bacteria efficiently regardless of their drug-resistant proficiency, but without the skin damaging effects associated with conventional germicidal UV exposure.",4085580|10734239|27275949|6195220|27816413|18979106|9866596|7071863|20402193|21904015|20851565|24146947|4028668|19075832|21804977|10023332|27742997|21812657|22962619|1828835|18424094|19296717|19135916|22731691|10653597|3399436|23668297|22226954|18348480|23577437|7678984|14866175|17932825|22523264|9699136|3389086|12091412|3671514|1894672|18947320|3786457|25814376|3791231|11964728|23889191|21315998|17768189|2626490|24060701,34734375|34603942|34495736|34480230|34465056|34404018|34307317|34282225|34150202|34031124|34029626|33643774|33590879|33480023|33465817|33353056|33294996|33192232|33184316|33026601|32911671|32896604|32837746|32812619|32785216|32768916|32637836|32581288|32551537|32222977|32033948|31915514|30610077|30096188|30044862|29466457|29426899,24146947|27275949|29101868|29466457|30096188
27275949,207-nm UV Light-A Promising Tool for Safe Low-Cost Reduction of Surgical Site Infections. II: In-Vivo Safety Studies.,"Buonanno, Manuela M|Stanislauskas, Milda M|Ponnaiya, Brian B|Bigelow, Alan W AW|Randers-Pehrson, Gerhard G|Xu, Yanping Y|Shuryak, Igor I|Smilenov, Lubomir L|Owens, David M DM|Brenner, David J DJ",PloS one,2016,"UVC light generated by conventional germicidal lamps is a well-established anti-microbial modality, effective against both bacteria and viruses. However, it is a human health hazard, being both carcinogenic and cataractogenic. Earlier studies showed that single-wavelength far-UVC light (207 nm) generated by excimer lamps kills bacteria without apparent harm to human skin tissue in vitro. The biophysical explanation is that, due to its extremely short range in biological material, 207 nm UV light cannot penetrate the human stratum corneum (the outer dead-cell skin layer, thickness 5-20 μm) nor even the cytoplasm of individual human cells. By contrast, 207 nm UV light can penetrate bacteria and viruses because these cells are physically much smaller.",8176246|6611669|4085580|6195220|21908073|15120963|18979106|9866596|7071863|21904015|23320785|11918707|20851565|24146947|4028668|9426184|6201492|21804977|10023332|17357358|16936258|4289765|1828835|18424094|25776520|10653597|22226954|7678984|14866175|4895875|9699136|3389086|3859552|15020200|3671514|22561711|3786457|6197247|3791231|17768189|2626490|24060701|3342174,34734375|34404018|34295210|33775678|33749837|33669103|33643774|33590879|33497482|33480023|33353056|33294996|33184316|33026601|32812619|32785216|32581288|32551537|32490060|32265315|32222977|32033948|30610077|30096188|30070718|30044862|29466457|29426899|29101868|28338819|28225654,24146947|28225654|30044862|29466457|32222977
32911671,Control Measures for SARS-CoV-2: A Review on Light-Based Inactivation of Single-Stranded RNA Viruses.,"Hadi, Joshua J|Dunowska, Magdalena M|Wu, Shuyan S|Brightwell, Gale G","Pathogens (Basel, Switzerland)",2020 Sep 08,"SARS-CoV-2 is a single-stranded RNA virus classified in the family Coronaviridae. In this review, we summarize the literature on light-based (UV, blue, and red lights) sanitization methods for the inactivation of ssRNA viruses in different matrixes (air, liquid, and solid). The rate of inactivation of ssRNA viruses in liquid was higher than in air, whereas inactivation on solid surfaces varied with the type of surface. The efficacy of light-based inactivation was reduced by the presence of absorptive materials. Several technologies can be used to deliver light, including mercury lamp (conventional UV), excimer lamp (UV), pulsed-light, and light-emitting diode (LED). Pulsed-light technologies could inactivate viruses more quickly than conventional UV-C lamps. Large-scale use of germicidal LED is dependent on future improvements in their energy efficiency. Blue light possesses virucidal potential in the presence of exogenous photosensitizers, although femtosecond laser (ultrashort pulses) can be used to circumvent the need for photosensitizers. Red light can be combined with methylene blue for application in medical settings, especially for sanitization of blood products. Future modelling studies are required to establish clearer parameters for assessing susceptibility of viruses to light-based inactivation. There is considerable scope for improvement in the current germicidal light-based technologies and practices.",26085159|25681193|31759194|31792450|32242873|26818469|16386286|26117199|32275497|23224114|32311760|21994708|12690092|31811032|17898836|22542268|32470046|26500392|22590676|22226954|32568661|27697158|29878137|16415249|32603505|32150527|31696565|31978945|23335770|21104283|17542834|32392125|18460414|28290315|25527548|32300673|17530462|25954491|20719948|11487107|27805261|25105276|32284615|9066304|26712541|32155444|23075143|18522021|29144595|31133031|28046084|28225654|20976535|21450821|30106282|32340022|32329972|23526314|12690091|21145624|19406687|30789926|29491178|18348480|28064075|11773416|24146947|22458545|22846406|28888104|32107119|32179701|10933723|32004427|15122356|31996437|17108030|29350751|32741425|19296717|29986239|15831954|18597027|18848711|20861307|32421495|17041164|22803813|30893742|12388713|29732571|15168794|21524776|32201500|23056454|19095459|31434749|22905868|12405148|29239484|31522710|24495489|21130884|24960335|19457025|32165386|23581680|16254359|24266597|21806295|15144527|28040848|16710416|27889138|21356466|18522022|32265315|32240128|31316285|16099012|19430490|30947566|22582879|17247312|25379545|31930543|16081130|32329971|32123347|30546315|32290162|31986264|15345386|29456527|25928547|15356786|32301491|21676338|31397467|21859950|15128542|30391908|31654474|24060701|29195159|15631008|18245239|32221306|29345786|18792806|21779205|17692883|32673522|32387778|32182409|17550590|20030791|25101216|17822117|22913402|15350737|32581288|14631830|25066049|32159775|29793506|22416020|27759498|19089684|30044862|22832120|12757921|27557321|12514044|15530413|30166145|32225176|21183630|15819680|29426899|19801477|17474029|26945674,34799671|34729540|34593848|34549200|34536424|34465056|34452302|34444411|34315976|34226623|34149298|34029626|33918658|33872807|33807521|33670181|33658595|33655088,17474029|34495736|29959245|33133042|31930543|32355114
32896604,Effectiveness of 222-nm ultraviolet light on disinfecting SARS-CoV-2 surface contamination.,"Kitagawa, Hiroki H|Nomura, Toshihito T|Nazmul, Tanuza T|Omori, Keitaro K|Shigemoto, Norifumi N|Sakaguchi, Takemasa T|Ohge, Hiroki H",American journal of infection control,2021 03,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which causes coronavirus disease 2019 (COVID-19), has emerged as a serious threat to human health worldwide. Efficient disinfection of surfaces contaminated with SARS-CoV-2 may help prevent its spread. This study aimed to investigate the in vitro efficacy of 222-nm far-ultraviolet light (UVC) on the disinfection of SARS-CoV-2 surface contamination.",,34778494|34729540|34676820|34549200|34538728|34535740|34495736|34465056|34226623|34183999|34063833|34029626|33967299|33917088|33898530|33799842|33796289|33775678|33749837|33747606|33658595|33643774|33602202|33513500|33484873|33465817|33430421|33294996,33484873|33807470|34226623|34495736|34452302|32891736
